FID,Name,Type,r2_Residuals,r2_PCs,r2_age_recruitment,r2_assessment_centre,r2_batch,r2_bmi,r2_fasting,r2_month_attending,r2_sex,r2_smoking,r2_spectrometer,r2_time_analysis,r2_time_day,r2_acquisition_time,r2_device_ID,r2_dilution_factor,r2_Batch,r2_panel_date,r2_ppp_sel,p.value_PCs,p.value_Residuals,p.value_age_recruitment,p.value_assessment_centre,p.value_batch,p.value_bmi,p.value_fasting,p.value_month_attending,p.value_sex,p.value_smoking,p.value_spectrometer,p.value_time_analysis,p.value_time_day,p.value_acquisition_time,p.value_device_ID,p.value_dilution_factor,p.value_Batch,p.value_panel_date,p.value_ppp_sel
23483,Phospholipids in Chylomicrons and Extremely Large VLDL,Metabolites,0.8186,0.0064,0.0073,0.0035,0.004,0.0816,0.0016,6e-04,0.0558,0.0045,0.0045,0.0032,0.0084,,,,,,,5e-289,NA,3e-205,3e-227,6e-270,0,1e-115,5e-34,0,1e-315,3e-314,2e-209,0,NA,NA,NA,NA,NA,NA
23484,Cholesterol in Chylomicrons and Extremely Large VLDL,Metabolites,0.8288,0.007,0.0086,0.0036,0.0021,0.0778,8e-04,5e-04,0.0533,0.0039,0.0036,0.0021,0.0079,,,,,,,5e-310,NA,3e-204,2e-234,7e-139,0,2e-59,3e-29,0,6e-273,9e-245,2e-129,0,NA,NA,NA,NA,NA,NA
23485,Cholesteryl Esters in Chylomicrons and Extremely Large VLDL,Metabolites,0.833,0.0067,0.0087,0.0037,0.0012,0.0749,5e-04,4e-04,0.0535,0.0035,0.0061,0.001,0.0068,,,,,,,8e-281,NA,8e-178,6e-237,6e-75,0,2e-35,4e-22,0,2e-245,0,4e-58,0,NA,NA,NA,NA,NA,NA
23486,Free Cholesterol in Chylomicrons and Extremely Large VLDL,Metabolites,0.8246,0.007,0.0083,0.0035,0.0047,0.0777,0.0013,6e-04,0.0504,0.0042,0.0049,0.0038,0.0089,,,,,,,0,NA,3e-235,4e-228,0,0,2e-95,2e-38,0,2e-294,0,1e-249,0,NA,NA,NA,NA,NA,NA
23487,Triglycerides in Chylomicrons and Extremely Large VLDL,Metabolites,0.8191,0.0064,0.0059,0.0041,0.0035,0.0798,0.0025,8e-04,0.0566,0.0042,0.0054,0.0032,0.0084,,,,,,,0,NA,3e-160,4e-267,2e-235,0,6e-175,5e-48,0,6e-294,0,8e-211,0,NA,NA,NA,NA,NA,NA
23488,Concentration of Very Large VLDL Particles,Metabolites,0.8226,0.0064,0.0113,0.0049,0.0018,0.0827,0.0015,7e-04,0.0601,0.0042,0.0021,4e-04,0.0012,,,,,,,7e-307,NA,0,1e-323,3e-117,0,2e-105,4e-39,0,9e-299,9e-145,2e-17,1e-84,NA,NA,NA,NA,NA,NA
23489,Total Lipids in Very Large VLDL,Metabolites,0.8163,0.0072,0.0115,0.0052,0.0018,0.0858,0.0017,7e-04,0.0617,0.0041,0.0021,3e-04,0.0015,,,,,,,0,NA,0,0,4e-119,0,2e-119,5e-46,0,1e-287,6e-147,7e-14,5e-112,NA,NA,NA,NA,NA,NA
23490,Phospholipids in Very Large VLDL,Metabolites,0.8275,0.0067,0.0119,0.0048,0.0018,0.0803,0.0012,7e-04,0.0567,0.0039,0.0025,2e-04,0.0019,,,,,,,3e-321,NA,0,2e-317,5e-113,0,4e-87,2e-45,0,2e-271,3e-167,2e-06,1e-132,NA,NA,NA,NA,NA,NA
23491,Cholesterol in Very Large VLDL,Metabolites,0.8529,0.0065,0.0151,0.0047,0.0015,0.0661,3e-04,8e-04,0.0459,0.0028,0.0022,3e-04,8e-04,,,,,,,8e-294,NA,0,3e-302,5e-90,0,1e-23,8e-48,0,6e-192,2e-144,2e-11,7e-57,NA,NA,NA,NA,NA,NA
23492,Cholesteryl Esters in Very Large VLDL,Metabolites,0.8723,0.0057,0.0166,0.0046,0.0016,0.0542,0,8e-04,0.0382,0.0021,0.0027,0.001,2e-04,,,,,,,6e-242,NA,0,4e-284,1e-98,0,0.04,5e-46,0,9e-137,3e-174,3e-56,1e-12,NA,NA,NA,NA,NA,NA
23493,Free Cholesterol in Very Large VLDL,Metabolites,0.8373,0.0069,0.013,0.0047,0.0019,0.0745,0.001,8e-04,0.0516,0.0035,0.0026,2e-04,0.0019,,,,,,,0,NA,0,8e-308,1e-119,0,7e-73,2e-48,0,3e-245,6e-177,5e-08,8e-135,NA,NA,NA,NA,NA,NA
23494,Triglycerides in Very Large VLDL,Metabolites,0.8124,0.0067,0.0093,0.0051,0.0022,0.0877,0.0025,7e-04,0.0646,0.0045,0.0021,5e-04,0.0017,,,,,,,0,NA,2e-314,0,1e-144,0,3e-177,1e-39,0,6e-323,3e-147,4e-27,1e-119,NA,NA,NA,NA,NA,NA
23495,Concentration of Large VLDL Particles,Metabolites,0.836,0.0068,0.0128,0.0049,0.0028,0.0724,0.0014,7e-04,0.0547,0.0035,0.0021,0.0016,4e-04,,,,,,,4e-308,NA,0,4e-321,9e-181,0,5e-97,3e-43,0,2e-243,1e-138,3e-93,3e-32,NA,NA,NA,NA,NA,NA
23496,Total Lipids in Large VLDL,Metabolites,0.8289,0.0078,0.0133,0.0054,0.0035,0.074,0.0016,9e-04,0.057,0.0031,0.0019,0.0022,3e-04,,,,,,,0,NA,0,0,7e-233,0,5e-116,9e-53,0,2e-220,2e-127,6e-137,4e-24,NA,NA,NA,NA,NA,NA
23497,Phospholipids in Large VLDL,Metabolites,0.8278,0.0068,0.0125,0.0051,0.0022,0.0784,0.0012,7e-04,0.0582,0.0039,0.0016,0.0013,4e-04,,,,,,,1e-306,NA,0,0,8e-143,0,6e-85,5e-44,0,2e-273,8e-106,4e-74,5e-29,NA,NA,NA,NA,NA,NA
23498,Cholesterol in Large VLDL,Metabolites,0.8586,0.0066,0.0169,0.0049,0.0021,0.0598,5e-04,9e-04,0.0434,0.0027,0.0024,0.001,1e-04,,,,,,,2e-303,NA,0,2e-311,2e-133,0,2e-37,6e-52,0,2e-182,8e-158,2e-57,5e-10,NA,NA,NA,NA,NA,NA
23499,Cholesteryl Esters in Large VLDL,Metabolites,0.8896,0.0063,0.0187,0.0046,0.002,0.0425,3e-04,0.001,0.0294,0.0021,0.0024,0.001,1e-04,,,,,,,7e-290,NA,0,9e-281,1e-121,0,2e-20,3e-56,0,9e-140,5e-154,1e-49,3e-06,NA,NA,NA,NA,NA,NA
23500,Free Cholesterol in Large VLDL,Metabolites,0.8323,0.0066,0.0142,0.005,0.0022,0.0743,8e-04,8e-04,0.057,0.0033,0.0024,0.0011,2e-04,,,,,,,3e-293,NA,0,0,5e-142,0,4e-55,5e-46,0,3e-232,2e-158,1e-61,1e-13,NA,NA,NA,NA,NA,NA
23501,Triglycerides in Large VLDL,Metabolites,0.8294,0.0077,0.0103,0.0053,0.0056,0.0712,0.0025,8e-04,0.0584,0.003,0.0018,0.0036,4e-04,,,,,,,0,NA,1e-319,0,0,0,4e-178,2e-50,0,3e-210,2e-121,1e-232,1e-26,NA,NA,NA,NA,NA,NA
23502,Concentration of Medium VLDL Particles,Metabolites,0.9186,0.0057,0.0228,0.0043,0.0033,0.0186,0,0.0012,0.0155,0.0012,0.006,0.0028,1e-04,,,,,,,1e-273,NA,0,1e-249,3e-198,0,0.3,4e-69,1e-175,4e-76,0,5e-158,7e-06,NA,NA,NA,NA,NA,NA
23503,Total Lipids in Medium VLDL,Metabolites,0.8991,0.0074,0.0223,0.0049,0.0048,0.0295,3e-04,0.0012,0.0197,0.0014,0.0043,0.0051,0,,,,,,,0,NA,0,4e-295,4e-294,0,3e-24,2e-71,0,9e-89,7e-269,0,0.7,NA,NA,NA,NA,NA,NA
23504,Phospholipids in Medium VLDL,Metabolites,0.9235,0.0057,0.0235,0.0043,0.0031,0.0159,0,0.0012,0.0138,0.0013,0.005,0.0029,0,,,,,,,2e-277,NA,0,2e-250,5e-182,0,0.1,1e-68,4e-60,2e-79,2e-306,3e-163,0.008,NA,NA,NA,NA,NA,NA
23505,Cholesterol in Medium VLDL,Metabolites,0.9416,0.0031,0.0213,0.0032,0.0019,0,5e-04,0.0012,0.0192,0.0018,0.0045,0.0013,5e-04,,,,,,,5e-149,NA,0,1e-181,1e-104,0.001,4e-35,3e-64,0,3e-109,7e-270,2e-64,1e-30,NA,NA,NA,NA,NA,NA
23506,Cholesteryl Esters in Medium VLDL,Metabolites,0.9332,0.0019,0.0178,0.0028,0.0013,0.0033,0.0012,0.001,0.0299,0.0027,0.0035,7e-04,7e-04,,,,,,,4e-79,NA,0,4e-157,2e-73,1e-207,7e-78,1e-55,0,2e-167,1e-212,6e-32,1e-43,NA,NA,NA,NA,NA,NA
23507,Free Cholesterol in Medium VLDL,Metabolites,0.9337,0.0048,0.0237,0.004,0.0026,0.0079,0,0.0012,0.0129,0.0012,0.0057,0.002,2e-04,,,,,,,8e-241,NA,0,2e-227,4e-151,0,0.0005,3e-69,3e-05,9e-73,0,3e-109,2e-14,NA,NA,NA,NA,NA,NA
23508,Triglycerides in Medium VLDL,Metabolites,0.8459,0.0082,0.0149,0.0053,0.0067,0.0603,0.0019,9e-04,0.043,0.0028,0.0028,0.0071,1e-04,,,,,,,0,NA,0,0,0,0,9e-135,8e-53,0,8e-190,5e-189,0,4e-11,NA,NA,NA,NA,NA,NA
23509,Concentration of Small VLDL Particles,Metabolites,0.8909,0.0058,0.0218,0.0046,0.0027,0.0401,4e-04,9e-04,0.0226,0.0026,0.0035,0.0041,0,,,,,,,5e-245,NA,0,7e-279,7e-164,0,2e-25,2e-51,0,3e-167,1e-222,2e-249,0.007,NA,NA,NA,NA,NA,NA
23510,Total Lipids in Small VLDL,Metabolites,0.8897,0.0063,0.0242,0.0048,0.0031,0.0395,3e-04,0.001,0.0204,0.0024,0.0039,0.0043,0,,,,,,,2e-286,NA,0,2e-292,1e-187,0,3e-24,5e-55,0,8e-156,2e-250,2e-263,0.0005,NA,NA,NA,NA,NA,NA
23511,Phospholipids in Small VLDL,Metabolites,0.9183,0.0049,0.0244,0.0041,0.0029,0.0195,0,0.0011,0.0135,0.0014,0.0056,0.0041,2e-04,,,,,,,2e-221,NA,0,9e-241,8e-173,0,0.1,2e-60,1e-75,7e-88,0,8e-243,3e-13,NA,NA,NA,NA,NA,NA
23512,Cholesterol in Small VLDL,Metabolites,0.9296,0.0037,0.0231,0.0037,0.0016,0.016,3e-04,9e-04,0.0126,0.0014,0.0048,0.0017,5e-04,,,,,,,1e-181,NA,0,1e-213,2e-88,0,7e-19,3e-51,2e-35,2e-90,2e-292,6e-90,5e-31,NA,NA,NA,NA,NA,NA
23513,Cholesteryl Esters in Small VLDL,Metabolites,0.925,0.0036,0.0224,0.0038,0.0014,0.0222,3e-04,9e-04,0.0137,0.0017,0.0038,0.001,3e-04,,,,,,,8e-176,NA,0,2e-217,4e-78,0,6e-18,6e-47,8e-137,7e-108,5e-233,7e-49,3e-19,NA,NA,NA,NA,NA,NA
23514,Free Cholesterol in Small VLDL,Metabolites,0.9341,0.0037,0.0233,0.0036,0.0025,0.0069,3e-04,0.0011,0.0126,0.0011,0.0067,0.0033,9e-04,,,,,,,5e-178,NA,0,1e-205,4e-141,0,2e-20,3e-59,3e-23,1e-67,0,2e-187,1e-57,NA,NA,NA,NA,NA,NA
23515,Triglycerides in Small VLDL,Metabolites,0.8537,0.007,0.0183,0.0049,0.0043,0.0604,0.0029,7e-04,0.0341,0.0042,0.0024,0.0058,0.0014,,,,,,,2e-288,NA,0,2e-311,2e-276,0,8e-201,4e-39,0,6e-287,4e-154,0,5e-99,NA,NA,NA,NA,NA,NA
23516,Concentration of Very Small VLDL Particles,Metabolites,0.9221,0.0038,0.026,0.0038,0.003,0.0051,0,0.001,0.0285,0.0018,0.0033,2e-04,0.0015,,,,,,,5e-199,NA,0,2e-219,2e-174,2e-321,0.4,2e-57,0,3e-111,9e-202,3e-07,3e-96,NA,NA,NA,NA,NA,NA
23517,Total Lipids in Very Small VLDL,Metabolites,0.913,0.0046,0.0266,0.004,0.0033,0.0048,1e-04,0.0011,0.0327,0.0018,0.0043,2e-04,0.0035,,,,,,,1e-251,NA,0,1e-233,3e-196,2e-307,0.0001,7e-64,0,3e-116,1e-266,5e-08,2e-222,NA,NA,NA,NA,NA,NA
23518,Phospholipids in Very Small VLDL,Metabolites,0.9147,0.0045,0.0257,0.0035,0.0033,0.0089,0,0.001,0.0248,0.0025,0.0071,2e-04,0.0037,,,,,,,1e-242,NA,0,2e-201,6e-199,0,0.1,4e-58,0,2e-157,0,1e-07,2e-238,NA,NA,NA,NA,NA,NA
23519,Cholesterol in Very Small VLDL,Metabolites,0.8967,0.0037,0.0203,0.0038,0.0041,5e-04,0,0.0012,0.062,0.0013,0.0035,7e-04,0.0022,,,,,,,3e-169,NA,0,3e-225,3e-251,2e-37,0.006,9e-70,0,2e-83,1e-220,2e-31,2e-143,NA,NA,NA,NA,NA,NA
23520,Cholesteryl Esters in Very Small VLDL,Metabolites,0.8853,0.0035,0.0179,0.0038,0.004,0.0029,0,0.0012,0.0733,0.0014,0.0034,8e-04,0.0025,,,,,,,1e-145,NA,0,5e-231,3e-252,9e-191,0.03,4e-69,0,1e-90,4e-215,5e-42,4e-163,NA,NA,NA,NA,NA,NA
23521,Free Cholesterol in Very Small VLDL,Metabolites,0.9163,0.004,0.0257,0.0036,0.0039,0.0026,1e-04,0.0012,0.0356,0.0015,0.0038,3e-04,0.0014,,,,,,,3e-209,NA,0,2e-207,6e-234,4e-165,4e-05,2e-66,0,3e-98,6e-235,4e-13,9e-93,NA,NA,NA,NA,NA,NA
23522,Triglycerides in Very Small VLDL,Metabolites,0.8872,0.005,0.0261,0.0041,0.0019,0.0493,0.0014,6e-04,0.0082,0.0062,0.0028,0.0037,0.0035,,,,,,,3e-250,NA,0,4e-248,3e-112,0,2e-91,1e-33,1e-193,0,3e-176,6e-222,2e-232,NA,NA,NA,NA,NA,NA
23523,Concentration of IDL Particles,Metabolites,0.9312,0.0024,0.0197,0.0034,0.0017,0,4e-04,0.001,0.0337,0.001,0.0053,2e-04,0,,,,,,,2e-114,NA,0,4e-192,2e-97,0.5,9e-30,2e-53,0,6e-65,0,0.0004,0.03,NA,NA,NA,NA,NA,NA
23524,Total Lipids in IDL,Metabolites,0.8803,0.0027,0.0197,0.0038,0.0022,0.0062,3e-04,0.0011,0.0726,8e-04,0.0086,0.0016,1e-04,,,,,,,6e-118,NA,0,9e-231,4e-134,0,2e-24,2e-63,0,2e-51,0,6e-88,1e-07,NA,NA,NA,NA,NA,NA
23525,Phospholipids in IDL,Metabolites,0.8834,0.0026,0.0201,0.0036,0.002,0.0058,4e-04,0.0011,0.0732,0.001,0.0052,0.0014,3e-04,,,,,,,3e-113,NA,0,3e-216,1e-120,0,2e-28,1e-61,0,7e-66,0,6e-76,5e-21,NA,NA,NA,NA,NA,NA
23526,Cholesterol in IDL,Metabolites,0.8747,0.0024,0.0173,0.0037,0.002,0.011,5e-04,0.001,0.0749,0.0012,0.0103,0.0011,0,,,,,,,2e-88,NA,0,4e-223,9e-124,0,6e-33,2e-61,0,2e-79,0,1e-62,0.7,NA,NA,NA,NA,NA,NA
23527,Cholesteryl Esters in IDL,Metabolites,0.8756,0.0025,0.0171,0.0037,0.0021,0.0104,3e-04,0.0011,0.0748,0.001,0.0095,0.0019,0,,,,,,,7e-97,NA,0,7e-226,1e-130,0,6e-19,1e-63,0,1e-65,0,1e-109,0.002,NA,NA,NA,NA,NA,NA
23528,Free Cholesterol in IDL,Metabolites,0.8752,0.0022,0.018,0.0035,0.0029,0.0106,0.0014,0.001,0.0706,0.0017,0.0124,3e-04,2e-04,,,,,,,2e-59,NA,0,3e-214,9e-178,0,4e-97,8e-57,0,5e-110,0,2e-13,4e-13,NA,NA,NA,NA,NA,NA
23529,Triglycerides in IDL,Metabolites,0.9011,0.0039,0.0291,0.0035,0.0021,0.0352,5e-04,6e-04,0.0065,0.0069,0.0024,0.0048,0.0034,,,,,,,7e-209,NA,0,4e-208,4e-124,0,2e-36,2e-30,4e-25,0,4e-148,4e-287,3e-220,NA,NA,NA,NA,NA,NA
23530,Concentration of Large LDL Particles,Metabolites,0.9396,0.0022,0.0212,0.0028,0.0031,2e-04,8e-04,0.001,0.017,0.0011,0.0041,0.0062,6e-04,,,,,,,2e-90,NA,0,5e-157,1e-177,2e-16,3e-51,1e-53,0,1e-67,3e-247,0,3e-39,NA,NA,NA,NA,NA,NA
23531,Total Lipids in Large LDL,Metabolites,0.8977,0.0018,0.0231,0.0035,0.0055,0.001,9e-04,0.001,0.0309,4e-04,0.0234,0.0084,0.0025,,,,,,,3e-88,NA,0,2e-204,0,3e-69,4e-61,3e-57,0,3e-27,0,0,8e-162,NA,NA,NA,NA,NA,NA
23532,Phospholipids in Large LDL,Metabolites,0.9066,0.0014,0.0223,0.0033,0.0036,5e-04,0.0014,0.001,0.0282,5e-04,0.0237,0.0046,0.0028,,,,,,,2e-72,NA,0,7e-195,5e-220,5e-34,8e-92,1e-55,0,3e-35,0,3e-273,5e-182,NA,NA,NA,NA,NA,NA
23533,Cholesterol in Large LDL,Metabolites,0.8933,0.0016,0.0219,0.0034,0.006,0.0028,9e-04,0.001,0.0328,6e-04,0.024,0.009,0.0028,,,,,,,5e-76,NA,0,1e-199,0,4e-185,4e-61,3e-56,0,9e-42,0,0,3e-185,NA,NA,NA,NA,NA,NA
23534,Cholesteryl Esters in Large LDL,Metabolites,0.8953,0.0018,0.0228,0.0034,0.0071,0.0011,7e-04,0.001,0.0287,4e-04,0.024,0.011,0.0026,,,,,,,4e-88,NA,0,2e-203,0,3e-75,9e-47,4e-60,0,8e-28,0,0,2e-173,NA,NA,NA,NA,NA,NA
23535,Free Cholesterol in Large LDL,Metabolites,0.8856,0.0013,0.0186,0.0032,0.0034,0.0098,0.0017,8e-04,0.0434,0.0013,0.0231,0.0045,0.0032,,,,,,,3e-40,NA,0,2e-190,1e-210,0,8e-112,5e-47,0,8e-88,0,1e-274,2e-212,NA,NA,NA,NA,NA,NA
23536,Triglycerides in Large LDL,Metabolites,0.8954,0.0034,0.0289,0.0034,0.0032,0.0384,0,6e-04,0.0074,0.0077,0.0035,0.0073,7e-04,,,,,,,4e-175,NA,0,3e-202,5e-197,0,0.0007,8e-30,2e-10,0,4e-223,0,2e-47,NA,NA,NA,NA,NA,NA
23537,Concentration of Medium LDL Particles,Metabolites,0.9184,0.003,0.0236,0.0036,0.0029,0.0075,4e-04,0.001,0.0134,7e-04,0.021,0.0013,0.0031,,,,,,,4e-157,NA,0,5e-207,1e-170,0,6e-29,1e-53,3e-26,1e-43,0,4e-71,2e-200,NA,NA,NA,NA,NA,NA
23538,Total Lipids in Medium LDL,Metabolites,0.902,0.0026,0.025,0.0037,0.0061,0.007,9e-04,0.001,0.0134,3e-04,0.0252,0.0083,0.0045,,,,,,,3e-133,NA,0,2e-216,0,0,1e-56,6e-57,3e-06,6e-23,0,0,9e-290,NA,NA,NA,NA,NA,NA
23539,Phospholipids in Medium LDL,Metabolites,0.9044,0.0019,0.0233,0.0034,0.0069,0.0059,0.001,0.001,0.0123,3e-04,0.0239,0.0107,0.005,,,,,,,1e-87,NA,0,2e-199,0,0,2e-67,3e-55,1e-05,4e-20,0,0,4e-319,NA,NA,NA,NA,NA,NA
23540,Cholesterol in Medium LDL,Metabolites,0.9046,0.0025,0.0245,0.0036,0.0057,0.0049,0.001,0.001,0.0133,3e-04,0.0265,0.0072,0.005,,,,,,,4e-132,NA,0,1e-210,0,1e-317,3e-63,5e-57,0.7,4e-19,0,0,1e-321,NA,NA,NA,NA,NA,NA
23541,Cholesteryl Esters in Medium LDL,Metabolites,0.9015,0.0034,0.0252,0.004,0.0055,0.0105,6e-04,0.001,0.0146,4e-04,0.0231,0.0065,0.0036,,,,,,,6e-183,NA,0,5e-236,0,0,3e-42,3e-59,3e-50,1e-27,0,0,1e-232,NA,NA,NA,NA,NA,NA
23542,Free Cholesterol in Medium LDL,Metabolites,0.9035,7e-04,0.0197,0.0027,0.0057,4e-04,0.002,8e-04,0.0148,8e-04,0.0322,0.0079,0.0089,,,,,,,4e-26,NA,0,3e-155,0,3e-30,1e-129,2e-47,3e-320,4e-49,0,0,0,NA,NA,NA,NA,NA,NA
23543,Triglycerides in Medium LDL,Metabolites,0.8786,0.0044,0.0236,0.0034,0.0033,0.0508,2e-04,5e-04,0.0171,0.0067,0.0046,0.0065,4e-04,,,,,,,2e-196,NA,0,8e-206,1e-204,0,4e-14,3e-28,0,0,4e-294,0,3e-29,NA,NA,NA,NA,NA,NA
23544,Concentration of Small LDL Particles,Metabolites,0.9323,0.0032,0.0233,0.0034,0.0026,0.007,2e-04,9e-04,0.0127,0.0011,0.0103,0.0018,0.0012,,,,,,,3e-146,NA,0,2e-195,3e-150,0,4e-13,3e-51,3e-08,1e-69,0,1e-99,9e-76,NA,NA,NA,NA,NA,NA
23545,Total Lipids in Small LDL,Metabolites,0.9242,0.003,0.0237,0.0032,0.0049,0.0049,7e-04,0.001,0.0124,7e-04,0.0108,0.0078,0.0027,,,,,,,2e-136,NA,0,3e-181,7e-294,3e-306,2e-43,5e-55,0.4,3e-46,0,0,2e-168,NA,NA,NA,NA,NA,NA
23546,Phospholipids in Small LDL,Metabolites,0.9368,0.0026,0.0201,0.0026,0.0057,0.0014,7e-04,0.001,0.0103,0.001,0.0025,0.0118,0.0035,,,,,,,2e-106,NA,0,2e-146,0,9e-90,8e-48,2e-52,6e-44,1e-61,4e-151,0,1e-217,NA,NA,NA,NA,NA,NA
23547,Cholesterol in Small LDL,Metabolites,0.9213,0.0024,0.0236,0.0031,0.0046,0.0032,0.001,0.001,0.0127,6e-04,0.0171,0.0062,0.0033,,,,,,,1e-113,NA,0,2e-179,4e-277,1e-200,1e-63,2e-53,0.004,4e-36,0,0,3e-210,NA,NA,NA,NA,NA,NA
23548,Cholesteryl Esters in Small LDL,Metabolites,0.9167,0.0035,0.025,0.0035,0.0041,0.0081,7e-04,0.001,0.0142,6e-04,0.0158,0.0053,0.0015,,,,,,,1e-170,NA,0,5e-204,2e-249,0,4e-43,2e-54,6e-21,3e-40,0,0,2e-94,NA,NA,NA,NA,NA,NA
23549,Free Cholesterol in Small LDL,Metabolites,0.9234,6e-04,0.0162,0.002,0.0055,0.0015,0.0018,8e-04,0.0114,0.0013,0.0178,0.0074,0.0103,,,,,,,3e-11,NA,0,1e-110,0,6e-95,3e-117,1e-42,9e-255,1e-84,0,0,0,NA,NA,NA,NA,NA,NA
23550,Triglycerides in Small LDL,Metabolites,0.8672,0.0063,0.017,0.0036,0.0022,0.0594,0.0015,5e-04,0.0289,0.0054,0.0026,0.0024,0.0031,,,,,,,1e-280,NA,0,5e-218,3e-138,0,6e-105,2e-27,0,0,5e-169,2e-140,8e-207,NA,NA,NA,NA,NA,NA
23551,Concentration of Very Large HDL Particles,Metabolites,0.7137,0.003,0.0016,0.0052,8e-04,0.104,5e-04,4e-04,0.1566,0.002,0.0012,5e-04,0.0105,,,,,,,1e-81,NA,5e-99,0,5e-59,0,3e-41,3e-27,0,1e-158,1e-88,3e-30,0,NA,NA,NA,NA,NA,NA
23552,Total Lipids in Very Large HDL,Metabolites,0.6942,0.0027,0.0011,0.0052,0.0013,0.1101,5e-04,6e-04,0.165,0.0022,0.0029,0.0013,0.013,,,,,,,1e-98,NA,7e-46,0,3e-100,0,2e-40,1e-39,0,9e-185,3e-234,3e-94,0,NA,NA,NA,NA,NA,NA
23553,Phospholipids in Very Large HDL,Metabolites,0.693,0.0027,0.0014,0.0051,0.0017,0.1068,7e-04,6e-04,0.1646,0.002,0.0043,0.0019,0.0151,,,,,,,1e-104,NA,4e-55,0,8e-134,0,3e-57,3e-43,0,2e-167,0,1e-138,0,NA,NA,NA,NA,NA,NA
23554,Cholesterol in Very Large HDL,Metabolites,0.7013,0.0026,7e-04,0.0054,8e-04,0.1173,1e-04,5e-04,0.1581,0.0028,0.0012,8e-04,0.0084,,,,,,,2e-97,NA,4e-19,0,5e-55,0,4e-11,2e-34,0,6e-233,1e-94,4e-56,0,NA,NA,NA,NA,NA,NA
23555,Cholesteryl Esters in Very Large HDL,Metabolites,0.6909,0.0025,7e-04,0.0054,4e-04,0.1223,1e-04,5e-04,0.1658,0.0029,5e-04,3e-04,0.0077,,,,,,,1e-91,NA,1e-21,0,2e-27,0,7e-09,1e-34,0,4e-245,1e-37,2e-16,0,NA,NA,NA,NA,NA,NA
23556,Free Cholesterol in Very Large HDL,Metabolites,0.7553,0.0026,5e-04,0.0054,0.0041,0.0891,2e-04,5e-04,0.1167,0.0027,0.0071,0.0054,0.0101,,,,,,,3e-107,NA,2e-11,0,7e-304,0,6e-20,1e-34,0,3e-207,0,0,0,NA,NA,NA,NA,NA,NA
23557,Triglycerides in Very Large HDL,Metabolites,0.9314,0.0054,0.0214,0.003,0.002,0.0027,0.0047,4e-04,0.0102,0.0026,0.0032,9e-04,0.0119,,,,,,,7e-279,NA,0,2e-170,5e-114,8e-168,8e-296,6e-21,0,3e-161,9e-196,3e-44,0,NA,NA,NA,NA,NA,NA
23558,Concentration of Large HDL Particles,Metabolites,0.6726,0.0031,0.0018,0.0044,9e-04,0.1139,2e-04,5e-04,0.1915,0.0021,9e-04,2e-04,0.0081,,,,,,,1e-96,NA,1e-105,0,2e-67,0,5e-15,5e-35,0,1e-179,2e-75,1e-09,0,NA,NA,NA,NA,NA,NA
23559,Total Lipids in Large HDL,Metabolites,0.6591,0.003,0.0023,0.0041,0.001,0.1096,3e-04,6e-04,0.2061,0.0019,8e-04,3e-04,0.011,,,,,,,3e-109,NA,4e-132,0,2e-78,0,5e-26,5e-43,0,2e-163,8e-68,5e-14,0,NA,NA,NA,NA,NA,NA
23560,Phospholipids in Large HDL,Metabolites,0.6756,0.003,0.003,0.0036,0.0012,0.096,4e-04,6e-04,0.2016,0.0015,0.0011,5e-04,0.0119,,,,,,,2e-106,NA,3e-183,2e-291,7e-96,0,2e-34,7e-48,0,5e-126,3e-87,4e-28,0,NA,NA,NA,NA,NA,NA
23561,Cholesterol in Large HDL,Metabolites,0.6595,0.0028,0.0012,0.0047,6e-04,0.125,1e-04,5e-04,0.1948,0.0026,5e-04,1e-04,0.0075,,,,,,,4e-106,NA,1e-39,0,3e-46,0,2e-06,1e-38,0,4e-232,5e-42,0.0003,0,NA,NA,NA,NA,NA,NA
23562,Cholesteryl Esters in Large HDL,Metabolites,0.6617,0.0028,0.0011,0.0048,6e-04,0.1285,0,5e-04,0.1901,0.0029,6e-04,1e-04,0.0064,,,,,,,1e-102,NA,1e-26,0,5e-43,0,0.005,4e-36,0,1e-255,5e-47,8e-05,0,NA,NA,NA,NA,NA,NA
23563,Free Cholesterol in Large HDL,Metabolites,0.6731,0.0029,0.0018,0.0043,8e-04,0.1077,3e-04,6e-04,0.1955,0.0018,7e-04,1e-04,0.0105,,,,,,,1e-111,NA,9e-100,0,4e-59,0,7e-25,4e-43,0,9e-152,2e-53,0.02,0,NA,NA,NA,NA,NA,NA
23564,Triglycerides in Large HDL,Metabolites,0.8949,0.0051,0.0212,0.003,0.0027,0.001,0.0057,3e-04,0.0428,0.0011,0.0044,3e-04,0.0175,,,,,,,1e-222,NA,0,3e-177,7e-164,1e-64,0,3e-15,0,3e-73,1e-274,1e-13,0,NA,NA,NA,NA,NA,NA
23565,Concentration of Medium HDL Particles,Metabolites,0.776,0.0044,0.0053,0.0021,0.0066,0.0343,0,8e-04,0.1389,0.0025,0.0169,0.0074,0.0049,,,,,,,2e-158,NA,0,6e-138,0,0,0.9,1e-51,0,2e-185,0,0,0,NA,NA,NA,NA,NA,NA
